RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
501,JulianPhillips,30,6.6,.472,12.3,10.8,0.0,0.0,0.0,0.0,3.85,-20.5,-0.7
502,EmoniBates,10,7.6,.348,18.2,3.0,0.0,0.0,0.0,0.0,3.67,-8.1,-0.3
503,JulesBernard,6,4.7,.292,26.3,10.5,0.0,0.0,0.0,0.0,3.61,-3.0,-0.1
504,TheoMaledon,15,14.1,.390,23.0,14.8,0.0,2.0,0.0,6.4,3.38,0.0,0.0
505,TajGibson,16,10.3,.335,23.8,13.2,0.0,0.0,0.0,0.0,3.15,-18.8,-0.6
506,MarquesBolden,2,1.5,.000,0.0,0.0,0.0,0.0,0.0,0.0,3.08,-0.3,-0.0
507,AshtonHagans,3,18.0,.379,32.0,13.7,0.0,0.0,0.0,0.0,2.57,-6.6,-0.2
508,JuanToscano-Anderson,11,4.8,.292,22.2,11.1,0.0,0.0,0.0,0.0,2.48,0.0,0.0
509,AleksejPokusevski,10,6.0,.338,19.4,11.6,0.0,0.0,0.0,0.0,2.46,0.0,0.0
510,AdmiralSchofield,13,3.8,.444,19.3,15.5,0.0,0.0,0.0,0.0,2.42,0.0,0.0
511,AmariBailey,3,5.0,.317,10.1,10.1,0.0,0.0,0.0,0.0,2.13,-1.9,-0.1
512,AJGriffin,18,7.3,.403,7.2,10.7,0.0,0.0,0.0,0.0,1.84,-17.6,-0.6
513,MicahPotter,2,3.5,.000,0.0,0.0,0.0,0.0,0.0,0.0,1.53,-1.0,-0.0
514,R.J.Hampton,8,9.5,.336,30.9,11.6,0.0,0.0,0.0,0.0,0.85,0.0,0.0
515,DannyGreen,2,9.0,.000,33.3,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0
516,KeyontaeJohnson,7,8.1,.375,20.0,20.0,0.0,0.0,0.0,0.0,0.70,-8.6,-0.3
517,SethLundy,9,5.8,.373,0.0,5.1,0.0,0.0,0.0,0.0,0.09,-8.3,-0.3
518,FrankNtilikina,5,8.6,.253,26.9,6.7,0.0,0.0,0.0,0.0,0.03,0.0,0.0
519,JavonteSmart,1,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-0.2,-0.0
,OnuralpBitim,1,3.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-0.5,-0.0
,VitKrejci,1,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0
,MalcolmCazalon,1,3.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-0.5,-0.0
523,RonHarperJr.,1,4.0,.000,100.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.6,-0.0
524,JalenHood-Schifino,17,5.6,.322,13.1,13.1,0.0,0.0,0.0,0.0,-0.47,-16.1,-0.5
525,MouhamedGueye,2,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.63,-0.7,-0.0
526,MaxwellLewis,19,3.6,.292,15.0,25.0,0.0,0.0,0.0,0.0,-1.76,-12.9,-0.4
527,RyanArcidiacono,20,2.3,.000,33.3,16.7,0.0,0.0,0.0,0.0,-1.91,0.0,0.0
528,AlexFudge,4,3.5,.291,0.0,12.7,0.0,0.0,0.0,0.0,-1.95,-2.7,-0.1
529,CharlieBrownJr.,6,5.5,.333,0.0,18.2,0.0,0.0,0.0,0.0,-2.36,0.0,0.0
530,JeromeRobinson,9,3.3,.172,14.7,0.0,0.0,0.0,0.0,0.0,-2.52,0.0,0.0
531,TyTyWashingtonJr.,5,4.2,.214,10.0,20.0,0.0,0.0,0.0,0.0,-3.13,-4.4,-0.1
532,JamareeBouyea,6,9.5,.238,21.6,21.6,0.0,0.0,0.0,0.0,-4.75,-13.2,-0.4
533,HunterTyson,9,3.0,.143,10.0,20.0,0.0,0.0,0.0,0.0,-9.02,-8.0,-0.3
534,JasonPreston,1,1.0,.000,0.0,100.0,0.0,0.0,0.0,0.0,-11.85,0.0,0.0
535,AlondesWilliams,1,6.0,.000,0.0,50.0,0.0,0.0,0.0,0.0,-12.68,-2.1,-0.1
536,JohnnyJuzang,2,3.0,.000,25.0,0.0,0.0,0.0,0.0,0.0,-13.59,-2.2,-0.1
537,JoshuaPrimo,1,5.0,.500,0.0,60.0,0.0,0.0,0.0,0.0,-15.51,0.0,0.0
538,PeteNance,2,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,-18.79,-1.8,-0.1
539,DmytroSkapintsev,2,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,-19.04,-0.9,-0.0
540,KaiserGates,1,7.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,-19.64,-3.2,-0.1
